#p01    #fam01  #n01    #color01
91669   11      3055    7
91793   11      3059    8
91861   11      3062    1
91979   11      3065    2
91987   11      3066    3
92023   11      3067    4
92183   11      3072    5
92191   11      3073    6
92497   11      3083    7
92521   11      3084    8
92539   11      3084    1
92549   11      3084    2
92573   11      3085    3
92713   11      3090    4
92851   11      3095    5
92963   11      3098    6
93007   11      3100    7
93119   11      3103    8
93181   11      3106    1
93353   11      3111    2
93403   11      3113    3
93409   11      3113    4
93511   11      3117    5
93517   11      3117    6
93689   11      3122    7
93743   11      3124    8
93841   11      3128    1
94027   11      3134    2
94093   11      3136    3
94133   11      3137    4
94171   11      3139    5
94259   11      3141    6
94279   11      3142    7
94501   11      3150    8
94523   11      3150    1
94537   11      3151    2
94783   11      3159    3
94829   11      3160    4
94831   11      3161    5
94913   11      3163    6
95047   11      3168    7
95149   11      3171    8
95161   11      3172    1
95303   11      3176    2
95399   11      3179    3
95473   11      3182    4
95491   11      3183    5
95557   11      3185    6
95693   11      3189    7
95821   11      3194    8
95969   11      3198    1
96019   11      3200    2
96067   11      3202    3
96083   11      3202    4
96151   11      3205    5
96163   11      3205    6
96473   11      3215    7
96481   11      3216    8
96539   11      3217    1
96577   11      3219    2
96811   11      3227    3
96853   11      3228    4
96863   11      3228    5
96889   11      3229    6
97087   11      3236    7
97109   11      3236    8
97141   11      3238    1
97253   11      3241    2
97471   11      3249    3
97543   11      3251    4
97597   11      3253    5
97643   11      3254    6
97679   11      3255    7
97759   11      3258    8
97801   11      3260    1
98033   11      3267    2
98107   11      3270    3
98131   11      3271    4
98233   11      3274    5
98249   11      3274    6
98423   11      3280    7
98461   11      3282    8
98617   11      3287    1
98629   11      3287    2
98791   11      3293    3
98813   11      3293    4
98819   11      3293    5
98923   11      3297    6
99121   11      3304    7
99127   11      3304    8
99203   11      3306    1
99389   11      3312    2
99451   11      3315    3
99499   11      3316    4
99593   11      3319    5
99613   11      3320    6
99637   11      3321    7
99781   11      3326    8
99959   11      3331    1
99983   11      3332    2
100111  11      3337    3
100147  11      3338    4
100303  11      3343    5
100369  11      3345    6
100373  11      3345    7
100441  11      3348    8
100529  11      3350    1
100657  11      3355    2
100763  11      3358    3
100771  11      3359    4
100993  11      3366    5
101099  11      3369    6
101101  11      3370    7
101153  11      3371    8
101167  11      3372    1
101239  11      3374    2
101431  11      3381    3
101543  11      3384    4
101669  11      3388    5
101677  11      3389    6
101683  11      3389    7
101761  11      3392    8
101933  11      3397    1
102109  11      3403    2
102187  11      3406    3
102239  11      3407    4
102323  11      3410    5
102373  11      3412    6
102697  11      3423    7
102713  11      3423    8
102809  11      3426    1
102979  11      3432    2
103063  11      3435    3
103103  11      3436    4
103207  11      3440    5
103379  11      3445    6
103493  11      3449    7
103717  11      3457    8
103753  11      3458    1
103849  11      3461    2
103883  11      3462    3
103949  11      3464    4
104227  11      3474    5
104273  11      3475    6
104443  11      3481    7
104519  11      3483    8
104663  11      3488    1
104719  11      3490    2
104737  11      3491    3
105053  11      3501    4
105089  11      3502    5
105133  11      3504    6
105247  11      3508    7
105443  11      3514    8
105589  11      3519    1
105659  11      3521    2
105757  11      3525    3
105823  11      3527    4
105833  11      3527    5
106223  11      3540    6
106229  11      3540    7
106267  11      3542    8
106459  11      3548    1
106513  11      3550    2
106613  11      3553    3
106777  11      3559    4
106799  11      3559    5
107003  11      3566    6
107203  11      3573    7
107287  11      3576    8
107329  11      3577    1
107369  11      3578    2
107393  11      3579    3
107783  11      3592    4
107797  11      3593    5
107893  11      3596    6
107939  11      3597    7
108173  11      3605    8
108199  11      3606    1
108307  11      3610    2
108509  11      3616    3
108563  11      3618    4
108583  11      3619    5
108817  11      3627    6
108953  11      3631    7
109069  11      3635    8
109079  11      3635    1
109273  11      3642    2
109327  11      3644    3
109343  11      3644    4
109649  11      3654    5
109733  11      3657    6
109837  11      3661    7
109939  11      3664    8
109963  11      3665    1
110123  11      3670    2
110219  11      3673    3
110347  11      3678    4
110513  11      3683    5
110653  11      3688    6
110789  11      3692    7
110809  11      3693    8
110857  11      3695    1
110903  11      3696    2
111293  11      3709    3
111343  11      3711    4
111359  11      3711    5
111367  11      3712    6
111679  11      3722    7
111683  11      3722    8
111877  11      3729    1
111929  11      3730    2
112033  11      3734    3
112073  11      3735    4
112387  11      3746    5
112463  11      3748    6
112499  11      3749    7
112549  11      3751    8
112723  11      3757    1
112853  11      3761    2
112897  11      3763    3
113069  11      3768    4
113243  11      3774    5
113407  11      3780    6
113413  11      3780    7
113419  11      3780    8
113633  11      3787    1
113639  11      3787    2
113917  11      3797    3
114023  11      3800    4
114103  11      3803    5
114209  11      3806    6
114289  11      3809    7
114413  11      3813    8
114427  11      3814    1
114779  11      3825    2
114793  11      3826    3
114803  11      3826    4
114937  11      3831    5
115159  11      3838    6
115193  11      3839    7
115349  11      3844    8
115447  11      3848    1
115483  11      3849    2
115583  11      3852    3
115919  11      3863    4
115957  11      3865    5
115973  11      3865    6
116029  11      3867    7
116173  11      3872    8
116363  11      3878    1
116467  11      3882    2
116489  11      3882    3
116753  11      3891    4
116863  11      3895    5
116899  11      3896    6
116977  11      3899    7
117059  11      3901    8
117143  11      3904    1
117487  11      3916    2
117533  11      3917    3
117553  11      3918    4
117629  11      3920    5
117769  11      3925    6
117923  11      3930    7
117997  11      3933    8
118199  11      3939    1
118243  11      3941    2
118313  11      3943    3
118507  11      3950    4
118639  11      3954    5
118703  11      3956    6
118769  11      3958    7
118933  11      3964    8
119017  11      3967    1
119093  11      3969    2
119339  11      3977    3
119483  11      3982    4
